1.10497E+12,3.3
1.10497E+12,3.3
1.10497E+12,3.2
1.10498E+12,2.8
1.10498E+12,2.4
1.10498E+12,2.1
1.10499E+12,1.9
1.10499E+12,1.8
1.10499E+12,1.6
1.105E+12,1.2
1.105E+12,0.6
1.10501E+12,-0.4
1.10501E+12,-1.8
1.10501E+12,-3.4
1.10502E+12,-4.9
1.10502E+12,-6.1
1.10502E+12,-6.5
1.10503E+12,-6
1.10503E+12,-4.9
1.10503E+12,-3.3
1.10504E+12,-1.5
1.10504E+12,0.6
1.10505E+12,2.7
1.10505E+12,4.7
1.10505E+12,6
1.10506E+12,5.6
1.10506E+12,4.6
1.10506E+12,3.3
1.10507E+12,1.8
1.10507E+12,0.5
1.10507E+12,-0.5
1.10508E+12,-1.2
1.10508E+12,-1.7
1.10508E+12,-2.1
1.10509E+12,-2.6
1.10509E+12,-3.2
1.1051E+12,-4
1.1051E+12,-4.9
1.1051E+12,-5.7
1.10511E+12,-6.3
1.10511E+12,-6.5
1.10511E+12,-3.6
1.10512E+12,-0.5
1.10512E+12,1.2
1.10512E+12,1.9
1.10513E+12,2.1
1.10513E+12,2.2
1.10514E+12,2.5
1.10514E+12,3
1.10514E+12,2.8
1.10515E+12,2.3
1.10515E+12,1.6
1.10515E+12,0.8
1.10516E+12,0
1.10516E+12,-0.8
1.10516E+12,-1.5
1.10517E+12,-2.2
1.10517E+12,-2.8
1.10517E+12,-3.4
1.10518E+12,-3.9
1.10518E+12,-4.3
1.10519E+12,-4.7
1.10519E+12,-5
1.10519E+12,-5.1
1.1052E+12,-5.2
1.1052E+12,-3.8
1.1052E+12,-1.9
1.10521E+12,-0.2
1.10521E+12,1.1
1.10521E+12,2
1.10522E+12,2.3
1.10522E+12,1.8
1.10523E+12,0.9
1.10523E+12,-0.2
1.10523E+12,-1.3
1.10524E+12,-2.3
1.10524E+12,-3.2
1.10524E+12,-3.9
1.10525E+12,-4.3
1.10525E+12,-4.4
1.10525E+12,-4.4
1.10526E+12,-4.3
1.10526E+12,-4.2
1.10526E+12,-4.3
1.10527E+12,-4.6
1.10527E+12,-4.9
1.10528E+12,-5.3
1.10528E+12,-5.6
1.10528E+12,-5.7
1.10529E+12,-2.5
1.10529E+12,0.8
1.10529E+12,2.6
1.1053E+12,3.2
1.1053E+12,3
1.1053E+12,2.6
1.10531E+12,2.4
1.10531E+12,2.5
1.10532E+12,2.2
1.10532E+12,1.5
1.10532E+12,0.5
1.10533E+12,-0.5
1.10533E+12,-1.4
1.10533E+12,-1.9
1.10534E+12,-2.2
1.10534E+12,-2.2
1.10534E+12,-2.2
1.10535E+12,-2.1
1.10535E+12,-2.1
1.10535E+12,-2.2
1.10536E+12,-2.4
1.10536E+12,-2.5
1.10537E+12,-2.6
1.10537E+12,-2.4
1.10537E+12,-1.9
1.10538E+12,-1.1
1.10538E+12,0
1.10538E+12,1
1.10539E+12,1.9
1.10539E+12,2.3
1.10539E+12,2.1
1.1054E+12,1
1.1054E+12,-0.6
1.10541E+12,-2.3
1.10541E+12,-3.5
1.10541E+12,-3.8
1.10542E+12,-3.1
1.10542E+12,-2.8
1.10542E+12,-3.1
1.10543E+12,-3.8
1.10543E+12,-4.8
1.10543E+12,-5.8
1.10544E+12,-6.7
1.10544E+12,-7.3
1.10544E+12,-7.7
1.10545E+12,-7.8
1.10545E+12,-7.9
1.10546E+12,-7.9
1.10546E+12,-5.4
1.10546E+12,-2.8
1.10547E+12,-1.5
1.10547E+12,-1
1.10547E+12,-0.9
1.10548E+12,-0.7
1.10548E+12,-0.1
1.10548E+12,0.7
1.10549E+12,0.5
1.10549E+12,0.1
1.1055E+12,-0.6
1.1055E+12,-1.2
1.1055E+12,-1.9
1.10551E+12,-2.4
1.10551E+12,-2.8
1.10551E+12,-3.2
1.10552E+12,-3.4
1.10552E+12,-3.6
1.10552E+12,-3.7
1.10553E+12,-3.8
1.10553E+12,-3.9
1.10553E+12,-4
1.10554E+12,-4.1
1.10554E+12,-4.1
1.10555E+12,-3.9
1.10555E+12,-3.5
1.10555E+12,-3
1.10556E+12,-2.5
1.10556E+12,-1.9
1.10556E+12,-1.3
1.10557E+12,-0.7
1.10557E+12,-0.3
1.10557E+12,-0.4
1.10558E+12,-0.5
1.10558E+12,-0.8
1.10559E+12,-1.1
1.10559E+12,-1.4
1.10559E+12,-1.7
1.1056E+12,-2
1.1056E+12,-2.3
1.1056E+12,-2.5
1.10561E+12,-2.7
1.10561E+12,-2.9
1.10561E+12,-3
1.10562E+12,-3.1
1.10562E+12,-3.2
1.10562E+12,-3.3
1.10563E+12,-3.5
1.10563E+12,-3.8
1.10564E+12,-4.2
1.10564E+12,-4.5
1.10564E+12,-4.6
1.10565E+12,-4.4
1.10565E+12,-3.8
1.10565E+12,-3.1
1.10566E+12,-2.4
1.10566E+12,-1.8
1.10566E+12,-1.5
1.10567E+12,-1.3
1.10567E+12,-2
1.10568E+12,-2.9
1.10568E+12,-3.1
1.10568E+12,-3
1.10569E+12,-3.5
1.10569E+12,-4.3
1.10569E+12,-5.1
1.1057E+12,-5.4
1.1057E+12,-5.5
1.1057E+12,-5.6
1.10571E+12,-5.9
1.10571E+12,-6.2
1.10571E+12,-6.4
1.10572E+12,-6.6
1.10572E+12,-6.7
1.10573E+12,-6.8
1.10573E+12,-6.8
1.10573E+12,-6.8
1.10574E+12,-6.8
1.10574E+12,-6.9
1.10574E+12,-7
1.10575E+12,-7.2
1.10575E+12,-7.5
1.10575E+12,-7.7
1.10576E+12,-7.9
1.10576E+12,-8.1
1.10577E+12,-8.2
1.10577E+12,-8.3
1.10577E+12,-8.4
1.10578E+12,-8.4
1.10578E+12,-8.6
1.10578E+12,-8.7
1.10579E+12,-8.9
1.10579E+12,-9.1
1.10579E+12,-9.4
1.1058E+12,-9.5
1.1058E+12,-9.6
1.1058E+12,-8.4
1.10581E+12,-7.1
1.10581E+12,-6.3
1.10582E+12,-5.9
1.10582E+12,-5.8
1.10582E+12,-5.8
1.10583E+12,-5.9
1.10583E+12,-6.2
1.10583E+12,-6.6
1.10584E+12,-7.2
1.10584E+12,-7.7
1.10584E+12,-8.2
1.10585E+12,-8.5
1.10585E+12,-8.7
1.10586E+12,-8.7
1.10586E+12,-8.7
1.10586E+12,-8.7
1.10587E+12,-8.7
1.10587E+12,-8.9
1.10587E+12,-9.2
1.10588E+12,-9.7
1.10588E+12,-10.1
1.10588E+12,-10.4
1.10589E+12,-10.5
1.10589E+12,-10.3
1.10589E+12,-9.7
1.1059E+12,-8.9
1.1059E+12,-8
1.10591E+12,-7.2
1.10591E+12,-6.5
1.10591E+12,-6.3
1.10592E+12,-6.3
1.10592E+12,-6.2
1.10592E+12,-6.1
1.10593E+12,-6.1
1.10593E+12,-6.2
1.10593E+12,-6.4
1.10594E+12,-6.8
1.10594E+12,-7.2
1.10595E+12,-7.8
1.10595E+12,-8.4
1.10595E+12,-8.9
1.10596E+12,-9.4
1.10596E+12,-9.8
1.10596E+12,-10
1.10597E+12,-10.2
1.10597E+12,-10.3
1.10597E+12,-10.3
1.10598E+12,-9.8
1.10598E+12,-9.2
1.10598E+12,-8.8
1.10599E+12,-8.5
1.10599E+12,-8.2
1.106E+12,-7.8
1.106E+12,-7.2
1.106E+12,-6.5
1.10601E+12,-6.1
1.10601E+12,-6.4
1.10601E+12,-7.2
1.10602E+12,-8.2
1.10602E+12,-9.2
1.10602E+12,-10
1.10603E+12,-10.7
1.10603E+12,-11.2
1.10604E+12,-11.5
1.10604E+12,-11.8
1.10604E+12,-12
1.10605E+12,-12.2
1.10605E+12,-12.3
1.10605E+12,-12.4
1.10606E+12,-12.5
1.10606E+12,-12.5
1.10606E+12,-12.4
1.10607E+12,-12
1.10607E+12,-11.3
1.10607E+12,-10.5
1.10608E+12,-9.6
1.10608E+12,-8.8
1.10609E+12,-8.1
1.10609E+12,-7.7
1.10609E+12,-7.6
1.1061E+12,-7.7
1.1061E+12,-7.8
1.1061E+12,-7.9
1.10611E+12,-8
1.10611E+12,-7.9
1.10611E+12,-7.9
1.10612E+12,-7.8
1.10612E+12,-8
1.10613E+12,-8.4
1.10613E+12,-9.1
1.10613E+12,-10.2
1.10614E+12,-11.6
1.10614E+12,-12.9
1.10614E+12,-13.8
1.10615E+12,-14.2
1.10615E+12,-13.4
1.10615E+12,-11.8
1.10616E+12,-10
1.10616E+12,-8
1.10616E+12,-6.1
1.10617E+12,-4.6
1.10617E+12,-3.6
1.10618E+12,-3.3
1.10618E+12,-3.5
1.10618E+12,-4
1.10619E+12,-4.8
1.10619E+12,-6
1.10619E+12,-7.4
1.1062E+12,-9
1.1062E+12,-10.3
1.1062E+12,-10.9
1.10621E+12,-9.7
1.10621E+12,-7.2
1.10622E+12,-4.7
1.10622E+12,-3.3
1.10622E+12,-3.1
1.10623E+12,-3.6
1.10623E+12,-4.4
1.10623E+12,-5.3
1.10624E+12,-5.9
1.10624E+12,-5.9
1.10624E+12,-5.3
1.10625E+12,-4.4
1.10625E+12,-3.4
1.10625E+12,-2.3
1.10626E+12,-1.3
1.10626E+12,-0.8
1.10627E+12,-1
1.10627E+12,-1.4
1.10627E+12,-2
1.10628E+12,-2.7
1.10628E+12,-3.4
1.10628E+12,-4
1.10629E+12,-4.5
1.10629E+12,-5
1.10629E+12,-5.6
1.1063E+12,-6.2
1.1063E+12,-6.9
1.10631E+12,-7.8
1.10631E+12,-8.6
1.10631E+12,-9.4
1.10632E+12,-10
1.10632E+12,-10.2
1.10632E+12,-8.8
1.10633E+12,-6.7
1.10633E+12,-4.8
1.10633E+12,-3
1.10634E+12,-1.4
1.10634E+12,-0.1
1.10634E+12,0.8
1.10635E+12,1.2
1.10635E+12,0.8
1.10636E+12,-0.3
1.10636E+12,-1.6
1.10636E+12,-2.8
1.10637E+12,-3.6
1.10637E+12,-3.7
1.10637E+12,-3.4
1.10638E+12,-2.7
1.10638E+12,-2.1
1.10638E+12,-1.7
1.10639E+12,-1.8
1.10639E+12,-2.6
1.1064E+12,-3.7
1.1064E+12,-5
1.1064E+12,-6
1.10641E+12,-6.4
1.10641E+12,-3.8
1.10641E+12,-1.2
1.10642E+12,0
1.10642E+12,0.3
1.10642E+12,0.1
1.10643E+12,-0.3
1.10643E+12,-0.4
1.10643E+12,0.1
1.10644E+12,0.4
1.10644E+12,0.1
1.10645E+12,-0.4
1.10645E+12,-1
1.10645E+12,-1.4
1.10646E+12,-1.4
1.10646E+12,-1.6
1.10646E+12,-2
1.10647E+12,-2.7
1.10647E+12,-3.5
1.10647E+12,-4.5
1.10648E+12,-5.6
1.10648E+12,-6.7
1.10649E+12,-7.7
1.10649E+12,-8.5
1.10649E+12,-9.1
1.1065E+12,-9.3
1.1065E+12,-9.5
1.1065E+12,-9.2
1.10651E+12,-8.3
1.10651E+12,-7.1
1.10651E+12,-5.9
1.10652E+12,-4.9
1.10652E+12,-4.3
1.10652E+12,-4.2
1.10653E+12,-4.4
1.10653E+12,-4.9
1.10654E+12,-5.5
1.10654E+12,-6.2
1.10654E+12,-6.9
1.10655E+12,-7.6
1.10655E+12,-8.2
1.10655E+12,-8.7
1.10656E+12,-9.2
1.10656E+12,-9.6
1.10656E+12,-9.9
1.10657E+12,-10
1.10657E+12,-10.1
1.10658E+12,-10.2
1.10658E+12,-10.2
1.10658E+12,-8
1.10659E+12,-5.6
1.10659E+12,-4
1.10659E+12,-3
1.1066E+12,-2.3
1.1066E+12,-1.6
1.1066E+12,-0.5
1.10661E+12,0.5
1.10661E+12,0.2
1.10661E+12,-0.6
1.10662E+12,-1.8
1.10662E+12,-3
1.10663E+12,-4.2
1.10663E+12,-5.2
1.10663E+12,-6
1.10664E+12,-6.6
1.10664E+12,-7.2
1.10664E+12,-7.8
1.10665E+12,-8.5
1.10665E+12,-9.3
1.10665E+12,-10.1
1.10666E+12,-10.8
1.10666E+12,-11.3
1.10667E+12,-11.5
1.10667E+12,-11.3
1.10667E+12,-10.1
1.10668E+12,-8
1.10668E+12,-5.2
1.10668E+12,-2.3
1.10669E+12,0.6
1.10669E+12,3.1
1.10669E+12,4.4
1.1067E+12,4
1.1067E+12,2.8
1.1067E+12,1.3
1.10671E+12,-0.4
1.10671E+12,-1.9
1.10672E+12,-3
1.10672E+12,-3.9
1.10672E+12,-4.5
1.10673E+12,-5
1.10673E+12,-5.5
1.10673E+12,-6.1
1.10674E+12,-6.9
1.10674E+12,-7.8
1.10674E+12,-8.6
1.10675E+12,-9.2
1.10675E+12,-9.4
1.10676E+12,-7.5
1.10676E+12,-5.1
1.10676E+12,-3.2
1.10677E+12,-1.7
1.10677E+12,-0.5
1.10677E+12,0.6
1.10678E+12,1.6
1.10678E+12,2.3
1.10678E+12,1.8
1.10679E+12,0.5
1.10679E+12,-1.2
1.10679E+12,-3.1
1.1068E+12,-4.7
1.1068E+12,-5.8
1.10681E+12,-6.4
1.10681E+12,-6.8
1.10681E+12,-6.9
1.10682E+12,-6.9
1.10682E+12,-7
1.10682E+12,-7.2
1.10683E+12,-7.5
1.10683E+12,-7.8
1.10683E+12,-8.1
1.10684E+12,-8.2
1.10684E+12,-6.6
1.10685E+12,-4.6
1.10685E+12,-2.9
1.10685E+12,-1.6
1.10686E+12,-0.6
1.10686E+12,0.2
1.10686E+12,0.9
1.10687E+12,1.3
1.10687E+12,1
1.10687E+12,0.3
1.10688E+12,-0.7
1.10688E+12,-1.8
1.10688E+12,-2.8
1.10689E+12,-3.7
1.10689E+12,-4.4
1.1069E+12,-4.9
1.1069E+12,-5.3
1.1069E+12,-5.7
1.10691E+12,-6
1.10691E+12,-6.3
1.10691E+12,-6.5
1.10692E+12,-6.7
1.10692E+12,-6.8
1.10692E+12,-6.9
1.10693E+12,-5
1.10693E+12,-3
1.10694E+12,-1.7
1.10694E+12,-1
1.10694E+12,-0.4
1.10695E+12,0.4
1.10695E+12,1.6
1.10695E+12,2.8
1.10696E+12,2.4
1.10696E+12,1.4
1.10696E+12,0.1
1.10697E+12,-1.2
1.10697E+12,-2.4
1.10697E+12,-3.1
1.10698E+12,-3.5
1.10698E+12,-3.8
1.10699E+12,-4.1
1.10699E+12,-4.5
1.10699E+12,-5.3
1.107E+12,-6.5
1.107E+12,-8
1.107E+12,-9.4
1.10701E+12,-10.5
1.10701E+12,-10.9
1.10701E+12,-9.8
1.10702E+12,-7.9
1.10702E+12,-5.9
1.10703E+12,-3.8
1.10703E+12,-1.7
1.10703E+12,0.2
1.10704E+12,1.8
1.10704E+12,2.7
1.10704E+12,2.3
1.10705E+12,1.4
1.10705E+12,0.1
1.10705E+12,-1.6
1.10706E+12,-3.4
1.10706E+12,-5.1
1.10706E+12,-5.8
1.10707E+12,-5.5
1.10707E+12,-4.7
1.10708E+12,-3.8
1.10708E+12,-3
1.10708E+12,-2.5
1.10709E+12,-2.3
1.10709E+12,-2.1
1.10709E+12,-1.8
1.1071E+12,-1.2
1.1071E+12,-0.2
1.1071E+12,1.4
1.10711E+12,3.2
1.10711E+12,4.9
1.10712E+12,6.2
1.10712E+12,6.7
1.10712E+12,5.9
1.10713E+12,4.6
1.10713E+12,3.4
1.10713E+12,2.1
1.10714E+12,1
1.10714E+12,0.1
1.10714E+12,-0.5
1.10715E+12,-0.8
1.10715E+12,-0.9
1.10715E+12,-1
1.10716E+12,-1.2
1.10716E+12,-1.6
1.10717E+12,-2.4
1.10717E+12,-3.7
1.10717E+12,-5.2
1.10718E+12,-6.6
1.10718E+12,-7.7
1.10718E+12,-8.1
1.10719E+12,-6.2
1.10719E+12,-3.8
1.10719E+12,-1.8
1.1072E+12,-0.3
1.1072E+12,0.8
1.10721E+12,1.6
1.10721E+12,2.2
1.10721E+12,2.6
1.10722E+12,2.7
1.10722E+12,2.3
1.10722E+12,1.5
1.10723E+12,0.4
1.10723E+12,-0.7
1.10723E+12,-1.5
1.10724E+12,-2.5
1.10724E+12,-3.9
1.10724E+12,-5.6
1.10725E+12,-7.4
1.10725E+12,-9
1.10726E+12,-10.2
1.10726E+12,-10.9
1.10726E+12,-11.4
1.10727E+12,-11.5
1.10727E+12,-11.5
1.10727E+12,-11.2
1.10728E+12,-10.3
1.10728E+12,-8.9
1.10728E+12,-7.2
1.10729E+12,-5.6
1.10729E+12,-4.2
1.1073E+12,-3.3
1.1073E+12,-3.1
1.1073E+12,-3.5
1.10731E+12,-4.3
1.10731E+12,-5.3
1.10731E+12,-6.3
1.10732E+12,-7.2
1.10732E+12,-7.8
1.10732E+12,-8.1
1.10733E+12,-8.4
1.10733E+12,-8.6
1.10733E+12,-8.9
1.10734E+12,-9.4
1.10734E+12,-10.2
1.10735E+12,-11.1
1.10735E+12,-11.9
1.10735E+12,-12.6
1.10736E+12,-12.8
1.10736E+12,-11.9
1.10736E+12,-10.2
1.10737E+12,-8.1
1.10737E+12,-5.9
1.10737E+12,-3.7
1.10738E+12,-1.7
1.10738E+12,-0.1
1.10739E+12,0.7
1.10739E+12,0.4
1.10739E+12,-0.2
1.1074E+12,-1
1.1074E+12,-2
1.1074E+12,-2.8
1.10741E+12,-3.4
1.10741E+12,-3.9
1.10741E+12,-4.3
1.10742E+12,-4.7
1.10742E+12,-5.2
1.10742E+12,-5.9
1.10743E+12,-6.8
1.10743E+12,-7.9
1.10744E+12,-8.8
1.10744E+12,-9.5
1.10744E+12,-9.8
1.10745E+12,-8.4
1.10745E+12,-6.1
1.10745E+12,-3.8
1.10746E+12,-1.6
1.10746E+12,0.4
1.10746E+12,2
1.10747E+12,3
1.10747E+12,3.3
1.10748E+12,2.9
1.10748E+12,1.7
1.10748E+12,0.2
1.10749E+12,-1.6
1.10749E+12,-3.2
1.10749E+12,-4.5
1.1075E+12,-5.6
1.1075E+12,-6.4
1.1075E+12,-7.1
1.10751E+12,-7.7
1.10751E+12,-8.3
1.10751E+12,-8.9
1.10752E+12,-9.6
1.10752E+12,-10.2
1.10753E+12,-10.6
1.10753E+12,-10.7
1.10753E+12,-8.5
1.10754E+12,-5.8
1.10754E+12,-3.7
1.10754E+12,-2.1
1.10755E+12,-0.6
1.10755E+12,0.7
1.10755E+12,2.3
1.10756E+12,3.5
1.10756E+12,3
1.10757E+12,1.9
1.10757E+12,0.3
1.10757E+12,-1.4
1.10758E+12,-2.8
1.10758E+12,-3.7
1.10758E+12,-4.2
1.10759E+12,-4.4
1.10759E+12,-4.5
1.10759E+12,-4.5
1.1076E+12,-4.6
1.1076E+12,-4.9
1.1076E+12,-5.3
1.10761E+12,-5.8
1.10761E+12,-6.2
1.10762E+12,-6.3
1.10762E+12,-4.3
1.10762E+12,-2.2
1.10763E+12,-1
1.10763E+12,-0.4
1.10763E+12,-0.1
1.10764E+12,0.1
1.10764E+12,0.6
1.10764E+12,1.2
1.10765E+12,0.9
1.10765E+12,0
1.10766E+12,-1.2
1.10766E+12,-2.5
1.10766E+12,-3.7
1.10767E+12,-4.6
1.10767E+12,-5.1
1.10767E+12,-5.5
1.10768E+12,-5.8
1.10768E+12,-6.1
1.10768E+12,-6.5
1.10769E+12,-7
1.10769E+12,-7.6
1.10769E+12,-8.1
1.1077E+12,-8.4
1.1077E+12,-8.6
1.10771E+12,-3.7
1.10771E+12,1.3
1.10771E+12,3.7
1.10772E+12,4.3
1.10772E+12,4.1
1.10772E+12,3.8
1.10773E+12,4.1
1.10773E+12,5
1.10773E+12,4.6
1.10774E+12,3.5
1.10774E+12,2.2
1.10775E+12,0.8
1.10775E+12,-0.4
1.10775E+12,-1.1
1.10776E+12,-1.4
1.10776E+12,-1.4
1.10776E+12,-1.4
1.10777E+12,-1.4
1.10777E+12,-1.6
1.10777E+12,-2.1
1.10778E+12,-2.9
1.10778E+12,-3.6
1.10778E+12,-4.2
1.10779E+12,-4.4
1.10779E+12,-4.1
1.1078E+12,-3.5
1.1078E+12,-2.7
1.1078E+12,-1.7
1.10781E+12,-0.5
1.10781E+12,0.9
1.10781E+12,2.4
1.10782E+12,3.5
1.10782E+12,3.2
1.10782E+12,2.5
1.10783E+12,1.4
1.10783E+12,0.2
1.10784E+12,-1
1.10784E+12,-2
1.10784E+12,-2.9
1.10785E+12,-3.7
1.10785E+12,-4.6
1.10785E+12,-5.4
1.10786E+12,-6.4
1.10786E+12,-7.5
1.10786E+12,-8.7
1.10787E+12,-9.7
1.10787E+12,-10.4
1.10787E+12,-10.7
1.10788E+12,-10.1
1.10788E+12,-9
1.10789E+12,-7.6
1.10789E+12,-6
1.10789E+12,-4.2
1.1079E+12,-2.2
1.1079E+12,-0.2
1.1079E+12,1.2
1.10791E+12,0.8
1.10791E+12,-0.3
1.10791E+12,-1.8
1.10792E+12,-3.4
1.10792E+12,-4.8
1.10793E+12,-5.8
1.10793E+12,-6.4
1.10793E+12,-6.7
1.10794E+12,-7
1.10794E+12,-7.3
1.10794E+12,-7.8
1.10795E+12,-8.5
1.10795E+12,-9.4
1.10795E+12,-10.2
1.10796E+12,-10.9
1.10796E+12,-11.1
1.10796E+12,-10.2
1.10797E+12,-8.3
1.10797E+12,-5.9
1.10798E+12,-3.3
1.10798E+12,-0.9
1.10798E+12,1.1
1.10799E+12,2.3
1.10799E+12,2.6
1.10799E+12,2.3
1.108E+12,1.4
1.108E+12,0.3
1.108E+12,-1
1.10801E+12,-2.3
1.10801E+12,-3.4
1.10802E+12,-4.2
1.10802E+12,-5
1.10802E+12,-5.7
1.10803E+12,-6.3
1.10803E+12,-6.9
1.10803E+12,-7.6
1.10804E+12,-8.2
1.10804E+12,-8.8
1.10804E+12,-9.1
1.10805E+12,-9.3
1.10805E+12,-6.8
1.10805E+12,-4
1.10806E+12,-2.2
1.10806E+12,-1
1.10807E+12,0.1
1.10807E+12,1.2
1.10807E+12,3
1.10808E+12,4.6
1.10808E+12,4.2
1.10808E+12,3.3
1.10809E+12,2.1
1.10809E+12,0.9
1.10809E+12,-0.1
1.1081E+12,-0.6
1.1081E+12,-0.8
1.10811E+12,-0.8
1.10811E+12,-0.8
1.10811E+12,-0.9
1.10812E+12,-1.4
1.10812E+12,-2.3
1.10812E+12,-3.5
1.10813E+12,-4.7
1.10813E+12,-5.6
1.10813E+12,-6
1.10814E+12,-3.3
1.10814E+12,-0.1
1.10814E+12,2.1
1.10815E+12,3.7
1.10815E+12,4.9
1.10816E+12,6
1.10816E+12,7.2
1.10816E+12,8.2
1.10817E+12,7.8
1.10817E+12,6.6
1.10817E+12,5
1.10818E+12,3.3
1.10818E+12,1.6
1.10818E+12,0.2
1.10819E+12,-0.8
1.10819E+12,-1.7
1.1082E+12,-2.3
1.1082E+12,-2.9
1.1082E+12,-3.4
1.10821E+12,-3.9
1.10821E+12,-4.4
1.10821E+12,-4.8
1.10822E+12,-5.1
1.10822E+12,-5.2
1.10822E+12,-2.6
1.10823E+12,0.4
1.10823E+12,2.3
1.10823E+12,3.6
1.10824E+12,4.5
1.10824E+12,5.2
1.10825E+12,6.1
1.10825E+12,6.9
1.10825E+12,6.3
1.10826E+12,4.7
1.10826E+12,2.6
1.10826E+12,0.4
1.10827E+12,-1.4
1.10827E+12,-2.5
1.10827E+12,-3
1.10828E+12,-3.1
1.10828E+12,-3
1.10829E+12,-2.8
1.10829E+12,-2.8
1.10829E+12,-3.1
1.1083E+12,-3.6
1.1083E+12,-4.2
1.1083E+12,-4.6
1.10831E+12,-4.8
1.10831E+12,-2.4
1.10831E+12,0
1.10832E+12,1.3
1.10832E+12,1.8
1.10832E+12,2
1.10833E+12,2.4
1.10833E+12,3.4
1.10834E+12,4.6
1.10834E+12,4.3
1.10834E+12,3.6
1.10835E+12,2.5
1.10835E+12,1.2
1.10835E+12,-0.2
1.10836E+12,-1.6
1.10836E+12,-2.8
1.10836E+12,-4
1.10837E+12,-5.1
1.10837E+12,-5.9
1.10838E+12,-6.6
1.10838E+12,-7
1.10838E+12,-7.3
1.10839E+12,-7.4
1.10839E+12,-7.4
1.10839E+12,-5.2
1.1084E+12,-1.3
1.1084E+12,0.8
1.1084E+12,1.3
1.10841E+12,1.2
1.10841E+12,1.1
1.10841E+12,0.8
1.10842E+12,0.5
1.10842E+12,0.1
1.10843E+12,-0.2
1.10843E+12,-0.6
1.10843E+12,-0.9
1.10844E+12,-1.3
1.10844E+12,-1.6
1.10844E+12,-1.9
1.10845E+12,-2.3
1.10845E+12,-2.7
1.10845E+12,-3.2
1.10846E+12,-3.8
1.10846E+12,-4.6
1.10847E+12,-5.6
1.10847E+12,-6.6
1.10847E+12,-7.3
1.10848E+12,-7.6
1.10848E+12,-6.9
1.10848E+12,-5.5
1.10849E+12,-4.2
1.10849E+12,-3.2
1.10849E+12,-2.2
1.1085E+12,-1.1
1.1085E+12,0.2
1.1085E+12,1.8
1.10851E+12,3.1
1.10851E+12,2.8
1.10852E+12,2
1.10852E+12,0.9
1.10852E+12,-0.4
1.10853E+12,-1.5
1.10853E+12,-2.4
1.10853E+12,-3.1
1.10854E+12,-3.7
1.10854E+12,-4.2
1.10854E+12,-4.7
1.10855E+12,-5.4
1.10855E+12,-6.2
1.10856E+12,-7
1.10856E+12,-7.7
1.10856E+12,-7.9
1.10857E+12,-7.9
